PID,비표_ID,C_Q1,C_Q1_1,C_Q1_2,C_Q2,C_Q3_1,C_Q3_2,C_Q3_3,C_Q3_4,C_Q3_5,C_Q3_6,C_Q4_1,C_Q4_2,C_Q4_3,C_Q4_4,C_Q4_5,C_Q4_6,C_Q4_7,C_Q4_8,C_Q5,C_Q6_1,C_Q6_2,C_Q6_3,C_Q6_4,C_Q6_5,C_Q6_6,C_Q6_7,C_Q6_8,C_Q6_9,C_Q6_10,C_Q7_1,C_Q7_2,C_Q8,C_Q9,C_Q10,C_Q11,C_Q12,C_Q13,C_Q14,C_Q15,C_DQ1,C_DQ2,C_DQ3,C_DQ4,C_DQ5,C_DQ6,D_Q1,D_Q1_1,D_Q1_2,D_Q2,D_Q3_1,D_Q3_2,D_Q3_3,D_Q3_4,D_Q3_5,D_Q3_6,D_Q4_1,D_Q4_2,D_Q4_3,D_Q4_4,D_Q4_5,D_Q4_6,D_Q4_7,D_Q4_8,D_Q5_1,D_Q5_2,D_Q5_3,D_Q5_4,D_Q5_5,D_Q5_6,D_Q5_7,D_Q5_8,D_Q5_9,D_Q5_10,D_Q6_1,D_Q6_2,D_Q7,D_Q8,D_Q9_M1,D_Q9_M2,D_Q9_1,D_Q10_M1,D_Q10_M2,D_Q10_1,D_Q11,D_Q12,D_Q13,D_Q14,D_Q15,D_Q16,D_Q17,D_Q18,D_Q19_1,D_Q19_2,D_Q19_3,D_Q19_4,D_Q19_5,D_Q19_6,D_Q19_7,D_Q19_8,D_Q20_1,D_Q20_2,D_Q20_3,D_Q20_4,D_Q20_5,D_Q20_6,D_Q20_7,D_Q20_8,D_Q20_9,D_Q20_10,D_Q20_11,D_Q20_12,D_Q20_13,D_Q20_14,D_Q21_1,D_Q21_2,D_Q21_3,D_Q21_4,D_Q21_5,D_Q22_1,D_Q22_2,D_Q22_3,D_Q22_4,D_Q22_5,D_Q22_6,D_Q23,D_Q23_1,WT4
2505022,440,1,1.0,,1,2,4,4,4,5,4,2,2,2,2,3,2,2,3,1,3,5,1,5,1,7,3,7,3,6,2,3,4,4,2,5,4,3,4,3,3,5,2,5,8,5,1,4.0,,1,1,4,5,1,5,3,3,4,5,3,7,6,2,5,2,5,1,6,1,7,3,5,1,3,1,5,1,1,3,1.0,원전해체기술연구/확보,9,,,3,4,2,2,4,3,4,3,3,7,3,2,2,3,4,3,4,4,2,2,2,4,4,5,4,4,4,5,7,3,3,2,4,3,3,1,2,3,2,2,2,2,양측의 전문가들이 인용하는  자료의 데이터들이 서로의 입장에 너무 편향적이고 편차가 커서 의사결정을 위한 토론에 오히려 걸림돌이 되었습니다 그것이 합의되어 일치가 될 수 있을지도 의문이지만,1.15
2506007,212,3,,,1,1,1,2,3,3,2,1,1,2,1,2,1,1,3,2,3,5,5,3,3,3,4,3,4,4,2,2,3,1,2,5,4,1,5,3,3,5,3,6,5,2,1,1.0,,2,1,2,2,3,3,3,4,3,5,3,3,4,3,4,3,5,4,4,3,5,4,4,4,4,3,4,1,2,3,2.0,없음,1,4.0,없음,3,1,2,3,4,3,4,3,5,3,2,3,3,3,3,2,1,1,1,1,1,3,2,4,2,2,2,3,4,1,3,1,3,1,3,1,1,2,3,2,2,1,"진행과정이 공정하고  몰랐던 정보를 알게 되었으며, 나와 다른 의견을 가진 사람들과 이야기(토의)를 나눌수 있어서 만족한다",0.74
2507001,92,2,,2.0,2,1,1,1,1,1,1,3,3,1,1,4,1,1,5,1,6,1,6,1,7,1,7,1,7,1,7,1,3,1,2,1,4,3,4,3,3,9,4,5,7,2,2,,2.0,2,1,1,1,1,1,1,6,1,1,6,5,6,6,1,6,1,6,1,6,1,6,1,6,1,7,1,2,4,2,3.0,,3,1.0,,3,1,2,2,4,3,4,3,5,2,2,5,3,3,3,3,6,6,4,2,5,5,5,6,6,6,4,6,6,5,2,2,2,2,2,1,1,2,2,6,2,3,발표자  패널이 정책적 대안보다는 말꼬리잡기 인신공격 위주로 진행되어서 실망이 컸다 시민참여단 수준을 무시하는 처사라고 생각되었다 다음에 기회가 있다면 수준이 있는 발표자 패널을 선정했으면한다,1.1
2507003,238,2,,2.0,2,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,2,4,5,1,5,3,1,1,4,1,9,1,3,1,2,1,4,1,4,3,2,6,3,4,8,2,2,,2.0,2,1,1,1,1,1,1,2,2,2,2,2,3,4,2,2,3,5,2,3,1,1,1,4,1,4,1,2,2,3,2.0,전력공급 전기요금인상,1,3.0,"사용후 핵폐기물 보관 장소 확보, 원자호 해체 기술확보, 핵 폐기물 비용확보",3,1,2,1,4,3,4,3,5,1,3,2,4,2,1,1,3,3,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,자료집을 통해 많은 정보를 들음,0.68
2507014,213,1,2.0,,1,1,2,3,3,2,2,3,3,1,4,4,2,1,2,2,2,5,2,6,1,7,3,4,2,7,2,6,4,1,1,1,2,1,4,3,3,7,2,5,4,2,1,4.0,,1,2,2,2,2,3,2,3,3,5,2,6,3,5,2,2,3,2,6,1,6,2,5,2,6,2,5,1,1,1,4.0,원전 주변 주민에 대한 실질적  대책 마련,3,2.0,원전에 대한 투명한 공개와 감사및 감시에 대한 획기적인 방안 마련,3,1,2,5,2,1,4,3,4,3,2,2,2,3,4,3,4,4,2,2,3,5,1,5,3,2,4,2,5,2,2,2,2,2,1,1,2,2,2,2,4,2,국가정책을 국민에게 의견을  물어 반영하려는 정부의 방침이 바람직하다고 생각함,1.0
2507017,221,2,,2.0,3,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,7,3,6,1,7,1,6,2,4,1,7,1,3,1,2,2,4,4,4,3,3,7,3,5,8,1,2,,2.0,3,1,1,1,1,1,1,2,1,1,5,5,6,2,6,7,2,6,1,5,1,5,2,6,1,7,1,2,2,3,1.0,원자력를 중단하면 에너지자립방안 수립 필요,3,1.0,국민에게 정확한 정보를 공개하는 시스템구축,3,1,2,2,4,4,4,3,4,5,6,3,3,3,2,2,3,3,2,1,3,3,3,3,2,3,4,3,5,3,3,2,3,2,2,1,6,5,3,2,6,2,공론화과정 자체는 공정했다. 그러나 상대적으로 시민의 의견을 자유롭게 개진하기에는 한계가 있었다,1.1
2508002,106,2,,2.0,3,1,1,1,1,3,2,1,1,1,2,1,1,1,3,1,5,2,6,1,7,1,4,2,7,1,3,1,3,1,2,1,4,1,4,3,3,6,3,6,8,3,2,,4.0,2,2,1,2,2,3,2,2,2,2,3,2,2,3,2,6,1,5,2,7,1,5,2,7,1,7,1,2,2,3,2.0,우리나라 최고의 기술을  묻는다는 것은 매우 안타까운 일이다 굳이어 중단하게 된다 해도 지금까지 쌓아온 기술과 경험은 대대로 이어져야 한다 최소한의 원전은 필요한 것 같다,3,1.0,"재개할 경우 발전소의 최고의 기술과 경험으로 외부침입에도 안전할 수 있는 원전이길 바라고 재생에너지도 차츰 늘렸으면 좋겠다 신고리5,6호기는 최고의 기술로 지어지는데 단 10여년의 공론수렴도 없이 없앤다는 것은 참으로 안타까운 일이다",3,1,2,4,4,3,4,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,2,3,4,2,1,2,1,1,1,1,1,2,2,3,2,1,우선 공론화과정은 공정했던 것 같다 각 분야 전문원들의 충분한 설명과 재개 또는 중단 후에 문제점들도 충분히 알게 되었고 에너지에 대한 지식이 많이 쌓인 것 같다,0.92
2508006,477,2,,1.0,2,1,1,1,3,2,2,2,3,1,3,2,2,1,2,1,4,3,5,2,5,2,6,2,5,1,2,2,3,1,2,5,4,1,4,3,3,7,3,6,8,3,2,,1.0,2,1,2,2,3,1,2,2,3,3,4,4,3,3,3,5,3,4,4,5,3,5,2,5,2,4,3,2,2,1,2.0,기존 원전의 안전성 강화하고 고장시 부품조달이 쉬울 수 있도록 노력해야 한다,1,3.0,원전에 대한 모든 정보를 국민에게 솔직하고 신속하게 알려야 한다,3,1,2,5,4,3,4,3,5,3,3,4,3,3,3,3,3,4,3,2,2,2,3,4,2,2,3,4,4,2,3,3,3,3,2,2,2,3,2,2,2,1,대체로 공정하게 진행이 되었고 출연하신 패널들도 각자의 위치에서 열심히 준비하셔서 설득력있게 임해주셨다 덕분에 많은 공부도 되었고 결정하는데 큰 도움을 받았다 숙소 및 식사도 만족스러웠다,0.83
2508009,306,1,1.0,,1,1,2,2,2,2,1,2,1,1,3,2,2,1,3,3,4,3,2,4,2,2,2,4,4,1,2,3,3,4,2,2,4,3,3,3,3,6,3,3,8,1,1,1.0,,1,1,2,2,2,3,1,3,3,3,2,3,3,3,2,4,4,2,5,2,2,3,4,4,2,2,2,1,2,1,2.0,원자력산업종사자를 위한 방안 모색,1,3.0,신재생에너지 비중을 늘이기 위한 투자 확대,3,1,2,2,4,3,4,3,5,3,3,4,5,3,3,3,3,3,2,2,2,3,2,3,2,2,2,4,3,2,3,3,3,3,2,2,2,2,2,2,3,2,공론화과정에 공정성을 유지하기 위한 노력과 참석자들의 성의있는 강의와 질의답변에 만족함을 느낀다,0.83
2510002,248,2,,2.0,2,1,1,1,1,1,1,3,3,2,3,3,1,1,4,1,5,1,7,1,7,2,7,1,7,7,7,1,3,4,2,1,4,1,3,3,2,6,3,6,6,2,2,,2.0,1,1,1,1,1,1,1,2,2,3,6,4,4,5,2,5,5,7,1,2,1,5,1,5,1,5,1,2,2,3,2.0,"원자력 기술유지및 안전성 확보, 국가에너지 안보차원도 함께 생각해야 될거같다",1,4.0,동반성장하여 신재생 에너지 투자를 늘려야 한다. 투자시 환경에 우선을 뒀으면 한다,3,4,2,4,4,1,3,3,7,6,3,2,1,3,4,2,3,3,3,3,3,2,2,2,1,4,2,4,4,2,3,2,2,2,2,1,2,2,2,3,1,2,신뢰를 바탕으로 생각하며 외부적으로는 적어도 어느 한쪽에 치우치지 않았다고 생각한다. 내부적인것까지는 모르겠다. 공론화 위원회에 투명성을 원한다,1.28
2510005,439,2,,4.0,2,1,1,1,1,1,1,3,3,2,2,4,1,1,3,2,6,3,5,2,6,2,5,2,6,2,4,2,3,1,2,2,2,3,4,3,3,6,3,6,6,1,2,,1.0,2,1,1,1,1,2,1,4,1,2,5,4,6,2,2,6,3,4,5,6,2,5,2,5,2,4,1,2,2,3,1.0,,1,3.0,"1. 운영을 안전규칙에 맞게 투명하고 정직하고, 정확하게 해야 한다",3,1,2,2,4,3,4,3,5,5,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,4,4,3,3,3,3,3,2,2,3,5,4,4,2,3,시민참여단의 결정이 정책에  얼마나 반영되는지에 달려있다. 별로 반영되지 않는다면 세금낭비일뿐이다.,1.01
2601001,392,3,,,2,1,2,2,6,2,2,4,2,2,4,4,3,3,5,2,5,5,3,3,4,3,4,4,4,2,1,1,3,1,2,5,2,3,4,3,3,8,2,7,4,5,2,,2.0,1,1,2,3,3,3,3,4,4,4,5,5,5,4,4,5,3,5,3,4,3,5,3,5,3,3,2,2,1,1,2.0,"신고리 5,6호기 관련 종사자와  주민들에 대한 확실한 보상",1,3.0,"사용후 핵연료 보관, 핀란드  이후 우리나라가 두번째가 되었으면 좋겠다",3,1,2,2,2,3,4,3,3,2,4,3,4,1,2,2,1,1,2,1,1,2,2,4,2,1,3,5,5,1,5,1,3,3,2,1,1,1,1,2,1,1,공기 좋은 곳에서 모르는 사람 470명과 만나 다른 생각없이 신고리 5.6호기 중단과 재개에 대해 집중할수 있었습니다. 재개측과 중단측의 발표자가 각측의 합당한 대표라 믿습니다. 밥이 맛있었습니다. 분임에 재개로 생각하는 사람이 많아 내 생각에 영향을 미친것 같다(모더레이터는  중립을 잘 유지했습니다),1.09
2603004,60,3,,,1,1,1,1,1,1,1,3,2,1,5,5,3,1,4,3,2,4,3,5,1,2,7,3,5,3,4,2,3,1,2,2,4,1,4,3,3,5,2,2,5,2,2,,2.0,1,1,1,1,1,1,1,3,3,4,5,5,4,4,2,2,3,5,3,1,1,6,2,5,1,4,2,2,2,1,2.0,지역경제침체를 다른 사업으로  대체할 수 있게 해야 지역갈등해소할 것 같습니다,1,3.0,건설관리감독을 더욱 더  확실하게 해야할 것입니다 한치의 오차도 용납할 수 없습니다,3,1,2,1,4,3,4,3,6,1,2,3,2,3,4,4,1,1,1,1,1,2,2,2,1,1,5,5,4,1,3,4,2,1,1,1,1,1,1,2,1,1,한쪽으로 치우치는 과정이  없었다 각 다른 입장의 의견을 충분히 이해할 수 있는 토론이 있었고 숙의과정으로 인해  서로의 상반된 의견을 이해할 수 있었다 국가정책을 정할 때 국민에게 물어보는  민주주의의 한단계 성숙함을 볼 수 있었다,1.19
2604001,114,1,4.0,,1,1,1,1,1,1,1,2,1,1,2,4,2,1,4,1,5,4,2,5,5,5,5,5,5,6,3,3,3,1,2,1,4,3,4,3,3,6,2,6,4,3,2,,2.0,1,1,1,3,2,2,2,1,2,2,1,3,3,4,4,3,4,4,4,1,4,4,4,2,5,3,3,2,1,1,3.0,폐기물 안전해체에 더 연구해야 할 것 같다,2,4.0,신고리5.6호기 까지만 건설 완공하는 것 까지 동의합니다 신고리 5.6호기 후로 다른예정지를 계속 건설하는 것을 반대,3,1,2,2,4,3,4,3,4,3,2,1,1,1,1,1,1,1,2,1,4,2,4,4,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,처음에는 비전문가들이 모여서 무엇을 할지 의문이였는데 그래도 선택받은 시민참여단이 되어서 내가 국가 문제에 결정권이 있었다는 점이 매우 뿌듯했다 가정과 아이를  맞겨두고 어렵게 참여하게 되었는데 좋은 시간이였다 많이 배운것 같다,0.86
2606010,316,2,,4.0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,4,4,4,2,2,2,5,2,4,2,6,2,3,4,4,1,5,1,3,5,2,7,3,2,6,1,2,,4.0,2,2,1,1,1,1,1,2,2,2,4,4,4,1,5,5,1,5,1,4,1,6,1,5,1,7,1,2,3,3,1.0,주민들의 피해가 없도록 계획을 세워야된다,1,4.0,주민들의 이주문제를 빠르게 해결 모색해야 될것 같다,3,4,2,2,4,1,3,3,2,3,2,2,1,3,2,3,5,5,3,1,4,4,4,3,3,3,2,4,4,3,1,1,1,1,1,1,1,1,1,4,3,3,왜냐면 질문하는 내용을 전문가분께서는 정확히 질문 내용을 파악하지 못하고 엉뚱한 답변을 하는 경우가 많았다. (정확한 답변을 못들어서 짜증이 났음). 특히 재개중단 전문가 분들 몇분이 성의없게 답변하는 모습이 보기 좋지 않았다. 앞으로는 좀더 신중하게 생각해서 질문자가 묻는 내용을 정확히 파악하는 모습이 있었으면 좋겠다(성의있는 답변 부탁드립니다). 수고 많으셨습니다,0.92
2608010,83,2,,4.0,3,2,1,1,1,1,2,2,2,1,2,3,1,1,3,1,6,1,7,1,6,1,6,1,7,1,7,1,3,1,2,4,4,1,4,3,1,3,5,6,4,2,2,,4.0,3,1,1,1,1,2,2,3,1,2,4,4,4,5,1,7,1,7,1,6,1,6,1,5,1,7,1,2,2,2,3.0,30% 건설된 땅을 어떻게 어느 용도로 쓰여질 것인지 궁금합니다,1,3.0,세계적 기술을 유지해야 한다,3,1,2,2,4,1,3,3,3,3,3,4,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,4,1,1,1,3,2,2,1,1,2,1,2,1,1,질문과 답변을 성실히 들었다,0.92
2609004,447,2,,4.0,2,2,2,2,2,2,3,1,1,3,2,1,1,1,4,1,5,3,5,3,5,4,5,4,5,3,6,2,3,1,2,2,4,5,3,3,2,4,4,8,3,2,2,,4.0,2,4,2,2,2,3,3,4,2,2,4,4,4,5,2,3,4,5,3,5,3,5,3,5,2,6,1,2,2,4,1.0,시설유지 보수팀 인력강화,1,3.0,정규격 자재 검수 철저. 공기에 맞춰서 확실한 완공,3,1,2,2,4,3,3,3,7,3,3,4,4,3,3,3,3,3,2,2,2,3,3,5,2,2,2,5,5,2,3,3,3,3,3,1,2,3,1,1,3,2,"경청, 숙의 과정을 통하여  새로운 지식 습득",1.03
3101007,415,2,,2.0,1,2,1,1,1,4,3,2,1,1,3,5,3,2,5,3,3,5,6,7,4,5,2,4,5,5,4,3,3,4,2,4,4,3,4,3,3,7,2,7,7,1,2,,5.0,1,2,3,2,1,5,3,4,4,4,5,3,3,4,3,6,5,2,3,5,3,4,3,5,2,5,2,2,1,3,2.0,,1,4.0,,3,4,2,2,4,3,4,3,3,2,6,1,1,1,2,1,1,1,1,1,3,2,3,4,2,1,2,4,3,2,1,1,1,1,1,1,1,1,1,6,1,2,"찬반측의 주장에 대한 근거가 서로 거짓이거나 잘못되엇다고 주장하는데, 공론화위원회가 전문가 영입을 통해 사실 확인(fact check)을 중립적인 입장에서 해주었다면 공론화의 절차적 정당성을 확보하는 부분에서 한결 수월했을 것이다. 또한 객관적인 근거는 참여단의 결정을 더욱 의미 있게 해주었을 것입니다. 그러므로 공론화 기간이 더 길어야 한다고 생각한다(준비기간 + 토론). 그리고 수고 많으셨습니다. 덕분에 정부를 신뢰할수 있게 되었습니다",1.09
3101011,453,2,,2.0,3,2,1,1,1,1,2,2,3,1,3,4,2,1,5,1,7,1,7,1,7,1,7,5,7,1,4,1,3,4,2,1,4,1,3,3,2,8,3,4,8,3,2,,2.0,3,1,1,1,1,1,1,1,1,1,7,7,7,1,7,7,1,7,1,3,1,7,1,7,1,3,1,2,2,1,3.0,대기업에서 먼저 태양열 또는 재생에너지 관련 기술에 투자 유치를 하고 이와 동시에 불필요한 전력이 대해 절약하는 정책이 필요하다고 생각합니다,3,4.0,1.미래의 신에너지 기술 발전을 위해서 신에너지 관련 법안 입법과 정부의 지원 등등 충분한 기회를 제공해야 한다. 2.원전 핵폐기물 처리시설을 빨리 건설해야 하고 핵폐기물 재생기술발전도 해야 합니다,3,4,2,2,2,3,3,3,7,1,1,1,1,1,1,1,1,1,5,1,4,1,1,4,1,1,7,3,7,2,1,1,1,1,1,1,1,1,1,1,1,1,재개측과 반대측 주장에 대해서 전문가의 비전문가의 의견이 얼마나 신뢰할수 있고 없고를 많이 느꼈습니다.  이번 기회를 통해 더욱더 원전에 대해 긍정적인 사고를 가질수 있어서 좋았습니다,0.86
3101014,183,1,1.0,,1,1,2,3,3,3,2,4,1,1,4,5,1,1,4,1,2,6,2,7,1,5,2,5,2,3,2,6,3,1,2,2,4,1,4,3,3,7,2,5,5,5,1,1.0,,1,1,1,3,2,3,2,2,2,5,3,5,5,2,2,1,5,2,6,2,5,2,4,2,4,2,5,1,1,1,4.0,"신재생에너지 투자 확대 통한 기술 발전 도모 및(신재생에너지)의 기저 발전 시점 앞당기기 위한 정책 지원 현재 신고리 5,6호기 당사자들 빠른 보상과 이해 구하기",1,2.0,"사용후 핵연료 저장공간 확보 원전 운영의 감시,감독 강화 오래된원전(사용기한이 만료된) 영구 중단 지역주민(인근주민)의 공정하고 투명한 역학조사와 결과 공개",3,1,2,2,4,3,4,3,4,6,6,2,2,2,3,2,1,1,1,1,1,2,2,2,1,2,3,3,3,2,2,2,3,2,1,1,1,2,2,2,1,2,정부가 정책결정을 밀실이 아닌 공론화 과정을 통해 투명성을 제고시켰고 직접 민주주의를 일부로 나마 실현했다는 데에 의의가 있습니다 이에 이번 공론화 과정에 자체에 대해 만족을 합니다 아울러 첫 진행에도 불구하고 공정성을 지키기 위한 여러가지 절차들 그리고 그에 따른 진행이 적절했다고 생각합니다 다만 전쟁방법의 디테일에서 어느 정도 개설할 부분이 있다고 생각합니다 가령 분임조 토의시간에 (발언시간을 개인당 몇분으로 제한하더라도)자유 토의에 서로 의견을 맞교환할 수 있는 충분한 기회가 주어졌으면 더 좋았을 거라 생각합니다,1.2
3101017,265,2,,1.0,2,3,2,2,3,2,3,4,4,2,3,4,1,2,4,1,5,3,5,2,6,4,5,3,5,2,3,2,4,1,2,2,4,3,4,3,3,5,2,5,5,5,2,,1.0,2,2,2,2,3,2,3,2,2,2,3,4,4,2,3,5,4,5,3,5,4,5,5,5,2,3,2,2,1,3,1.0,전기요금의 급격한 상승을 막아야 한다,4,1.0,사회에 수용할 수 있는 전기요금 인상으로 재생에너지 투자,3,4,2,2,4,3,4,3,2,3,1,3,3,1,1,1,2,2,1,1,1,1,2,5,2,3,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,2,하나의 질문의 답변을 양측에 입장에서 듣고 싶다,0.86
3101018,2,2,,4.0,2,2,1,1,1,2,3,4,1,1,2,5,2,1,3,3,6,2,5,3,6,3,5,2,6,1,6,2,3,1,2,2,4,3,3,3,3,4,3,5,6,3,2,,4.0,2,2,1,1,1,2,3,2,1,2,6,6,7,5,2,7,1,6,2,5,1,7,2,7,2,7,1,2,2,2,3.0,"기후 변화나 세계 경제변화에 따른 신재생에너지의 안정적인 에너지 공급 대책(비용,안정성)을 세워야 할것이다",1,4.0,이주및 보상에 대한 잡음을 줄여 불안감이나 위기감을 조성하는 분위기를 없애야 할것이다,3,1,2,2,4,3,3,3,3,6,5,3,2,2,2,2,3,5,3,3,2,2,3,3,2,1,5,5,5,3,2,1,3,3,2,1,1,1,3,2,1,2,"공론화 과정에 참여할수 있어 영광이었습니다. 그러나 다른 참여하지 않은 국민들이 공론화 과정을 얼마나 이해하고  동의 할수 있을지 걱정이 됩니다. 시간, 비용, 인력등이 많이 필요로한 공론화 과정이 사회에 어떠한 영향을 끼칠지 궁금합니다. 감사합니다",0.86
3101020,26,2,,2.0,3,1,1,1,1,1,1,4,1,1,1,3,3,2,2,2,7,2,7,1,6,3,7,1,7,1,6,1,4,1,2,2,4,3,3,3,3,1,4,7,2,5,2,,2.0,3,1,1,1,1,1,1,3,2,3,5,3,4,6,2,6,3,7,1,5,3,6,1,7,1,7,1,2,2,3,4.0,후일 탈원전정책이 실패하여  다시 방향을 돌리더라도 이에 따른 국민적인 피해가 없도록 원전기술과 종사자 여러분들에게 지속적인 투자를 기하여 시험도 등으로 기술발전에 따라갈 수 있도록 관심을  부탁드립니다,1,4.0,정부신뢰에 관해 말이 많고 쟁점이 되었습니다 저는 원전업계를 전폭적으로 지지하지만 각종 사고가 우려되어 그렇지 않으신 분도 많습니다 투명한 운영과 내부비리척결과 국민들이 안심하고 원전을  사용할 수 있게 되기를 기원합니다,3,1,2,2,4,3,4,3,3,6,5,1,1,3,3,3,4,4,2,2,3,6,6,5,2,2,2,2,3,2,1,2,2,2,1,3,2,3,3,3,1,3,"아무래도 공론조사하는 방식이  한국에서 처음 시작되다 보니 미진한 부분이 많아보였다 자료집 관련이나 인선 관련  잡음이라든가 자료집의 전반적 질,토론진행방식이 상당히 아쉬웠다 특히 토론 관련은 시간을 넉넉히 둔 양측 전문가의 자유토론이 있었으면 했다 공론조사라는 방식 자체는 긍정적이라 생각하고 있다",0.86
3101024,268,2,,5.0,2,1,2,2,3,3,1,5,3,1,1,5,3,2,4,4,6,5,3,6,7,2,4,3,6,2,6,2,5,4,2,5,4,1,4,3,3,10,2,7,8,1,2,,3.0,1,5,2,2,2,4,1,1,3,4,6,4,4,6,3,6,5,4,4,6,2,4,6,3,2,7,2,2,2,4,3.0,,2,4.0,,3,4,4,4,4,1,4,3,4,5,2,1,3,2,4,2,2,2,2,4,3,3,3,7,1,2,6,4,4,3,3,2,3,2,2,2,2,3,1,5,1,3,정보 및 질문 기회부족,1.09
3101062,271,2,,5.0,1,1,2,2,1,2,1,5,3,2,1,5,2,1,2,3,5,4,5,2,3,4,3,2,4,3,3,2,3,1,2,2,4,4,3,3,3,6,3,7,6,5,2,,5.0,2,1,2,2,2,2,1,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,1,5,2,3,2,2,1,1,3.0,"중단이 되더라도 남은 원자력 발전소의 수명이 다할때까지 꾸준한 관리와 안정성이 높도록 유지,보수가 필요하다",4,3.0,신재생에너지 발전을 이끌어서  석탄 및 LNG발전을 줄이고 온실가스와 미세먼지 배출량을 국가 목표치까지 낮아질 수 있도록 노력해야 한다,3,1,2,2,4,3,4,3,3,5,6,1,3,1,1,1,2,3,1,1,1,1,2,7,2,2,2,3,3,2,2,1,2,1,2,1,1,1,1,1,1,1,"최대한의 공정성을 위해  시민참여단 추첨과정부터 양측 전문가들의 질의응답,사회자,모더레이터분들이 공정을 위한  모든 규칙을 위해 노력하는 것을 바로 옆에서 지켜보았고 시민참여단분들도 자신의 역할을 위해 서로간의 배려와 존중을 위해 노력하였기 때문이다",1.09
3101068,356,2,,1.0,3,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,7,1,7,1,7,1,7,1,7,1,7,1,3,1,2,3,2,1,2,3,3,7,4,7,4,5,2,,1.0,2,1,1,1,1,1,1,4,1,1,4,7,7,1,6,7,1,7,1,7,1,7,1,7,1,6,1,2,2,4,2.0,원자력 종사자을 위한 사기신작,3,1.0,울주시민의 건강,3,1,2,2,2,3,4,3,4,4,5,3,3,1,1,1,4,4,1,1,2,4,4,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,숙의 민주주의에 대해 깨달게 됨,0.86
3101073,95,1,1.0,,1,1,2,2,2,4,2,4,2,1,2,3,2,1,1,1,2,5,1,6,1,4,3,6,4,4,4,4,4,4,2,3,2,3,4,3,3,5,2,8,3,5,1,1.0,,1,1,4,2,3,4,1,3,6,5,4,4,2,4,5,2,6,2,6,1,7,2,6,1,7,2,6,1,1,1,3.0,건설중단 이후 효과적인  전력생산조절과 위기관리메뉴얼의 확립이 필요함,1,2.0,"사고발생시 후속조치에 대한  규정,설립 및 검토가 필요함",3,4,2,2,2,3,4,3,6,4,7,1,3,1,1,1,4,4,2,1,3,3,3,4,6,5,1,1,4,3,1,1,1,1,1,1,2,2,1,3,1,2,"자료의 확실성,정확성의 부족,숙의를 위한 시간,자료부족,분임별 심층적 토론이 부족(시간적 측면)",1.09
3101078,201,1,2.0,,1,1,3,6,7,2,1,2,1,1,5,1,1,2,4,1,5,3,1,7,1,5,1,7,3,6,2,3,3,4,1,3,2,3,4,3,3,3,3,7,3,5,1,2.0,,1,1,1,3,7,1,1,3,3,3,3,4,2,2,2,3,1,2,5,3,5,3,4,4,6,4,2,1,1,3,2.0,,3,4.0,,3,1,2,3,4,3,4,3,3,3,5,2,1,1,1,1,1,1,1,1,1,3,3,1,1,1,5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,참가하는 모든 참여자와 스태프 에 적극적으로 참여하여 정말 도움이 많이 됐다.,1.2
3101095,44,2,,4.0,2,1,2,2,1,2,1,3,3,3,3,3,3,2,3,1,5,4,5,2,4,1,4,3,4,4,4,2,5,4,2,3,4,5,3,5,2,5,3,3,3,5,2,,2.0,2,1,2,2,1,2,1,1,1,1,4,2,3,2,5,4,4,5,3,4,4,5,3,4,2,5,2,2,1,1,3.0,,3,1.0,,4,4,2,1,4,1,3,3,4,4,3,6,4,2,4,2,3,2,1,1,1,4,4,4,2,5,2,4,4,4,4,3,1,1,1,2,3,4,7,3,3,2,,1.09
